@relation tweet
@attribute text string
@attribute country{"Nepal","Angola","Republik der Philippinen","Zambia","Uzbekistan","Suécia","Mongolia","Hungary","Bolivia","Francia","Luxembourg","Eesti","Japon","Україна","Senegal","Belarus'","Seychelles","Greece","Madagascar","Latvia","Somalia","Islamic Republic of Iran","Democratic Republic of Congo","Canadá","République Démocratique Du Congo","Viro","Lebanon","Vatican City","Spagna","Croatie","Regno Unito","Morocco","Republic of Croatia","Alemania","Emirati Arabi Uniti","Estonia","Azerbaijan","Montenegro","新加坡","Uganda","مملكة البحرين","Turks and Caicos Islands","Haiti","ญี่ปุ่น","Nicaragua","Vereinigte Staaten","Switzerland","Royaume du Maroc","Việt Nam","Grecia","Kazakhstan","Spanien","Romania","Germania","Kanada","Vietnam","भारत","Magyarország","Guadeloupe","Norge","Trinidad and Tobago","Hashemite Kingdom of Jordan","Cameroon","Kyrgyzstan","Malta","일본","Polska","Suomi","Bulgaria","Norway","Brunei","ישראל","Namibia","Reino Unido","Libya","Paraguay","Japón","Republic of Mozambique","","Ethiopia","Latvija","Bangladesh","Republic of Belarus","Georgia","لبنان","Martinique","Germany","Antigua and Barbuda","Zimbabwe","Republic of Mauritius","Schweiz","Tunisia","Guatemala","Mexique","Albania","Czech Republic","French Polynesia","Austria","الامارات العربية المتحدة","Svizzera","Algeria","Spanje","Islas Turcas y Caicos","Cuba","Moldova","Panamá","Central African Republic","Hellas","Ελλάς","Япония","Qatar","Curaçao","Ecuador","Poland","Monaco","Liban","Hrvatska","Cayman Islands","New Zealand","Botswana","România","Belgium","Cyprus","Guinea Bissau","Bélgica","دولة الكويت","Peru","Sint Maarten","Kuwait","Panama","Grécia","El Salvador","Republic of Serbia","Danmark","Беларусь","Österreich","Afghanistan","Spain","Espagne","Kenya","Sverige","República de Moçambique","Italy","Lesotho","België","Etats-Unis","Australia","Cambodia","Turkey","Bahrain","Andorra","Ghana","대한민국","Jamaica","Česká republika","Argentina","Украина","Ukraine","Denmark","Republic of Korea","مصر","Israel","Pakistan","Singapore","People's Republic of China","Portugal","المملكة العربية السعودية","France","Costa Rica","Kingdom of Saudi Arabia","Egypt","Republika ng Pilipinas","Mexico","Russia","Nederland","Ireland","Colombia","中华人民共和国","Finland","Thailand","Deutschland","Sweden","Tanzania","South Africa","India","España","United Kingdom","台灣","Italia","Türkiye","Espanya","Taiwan","The Netherlands","香港","Hong Kong","Nigeria","Россия","Malaysia","Dominican Republic","Venezuela","Republic of the Philippines","Estados Unidos","United Arab Emirates","Chile","Brazil","Indonesia","Sri Lanka","Japan","Brasil","México","Canada","ประเทศไทย","日本","United States"}
@data
"New season  New flava  💎 Flawless lay courtesy of guzmancustoms #BabyAvaEyesBlue #SuddBlue @ High Point North Ca… https  t co diEnzmhgr5  Pick A Date  Street Executives  T R U Dj for @2chainz  for more info contact streetexecsinquiries@gmail com or 678 933 7272  No Stress  1557154486662  null","United States"
"💗 #vanHavanatothierwithlove #fourthpicwiththatwall #vriendschap @ Gent Belgium https  t co eIJHRRF4Wz  Gent België  19  Belgium  Italy  1557154518666  null","België"
"Don’t forget this week is teacher appreciation week We have lots of flower &amp gift choices to make your teacher fe… https  t co dC59XS1KHu  Atkins Arkansas  Married to my best friend Have the best family ever Cutest grandaughters on the whole planet Owner of a pretty awesome Flower shop & happily content  1557154523659  null","United States"
"Closed Catch Basin Concerns request at 7509 HUNTERVALLEY RD NW https  t co VuxWfb7Nkl Completed  close sr https  t co IQxmZeRxKi  Calgary Alberta  Your single point of contact for @cityofcalgary information and non emergency services Download the 311 Calgary mobile app http  bit ly 107FePC  1557154550658  null","Canada"
"Career tip for landing jobs like Operational Risk Manager 4 in #DesMoines IA Go on informational interviews Th… https  t co CxvcNknMrS  Des Moines IA  Follow this account for geo targeted IT Support Administration job tweets in Des Moines IA Need help Tweet us at @CareerArc  1557154551658  null","United States"
"New spot today Franklin Square here we are #foodtruckdc #lomosaltado #peruvianfood #hondurianfood🇭🇳 #imhungry @ F… https  t co 5RzqZXUsKz  DC  Family oriented and homemade Peruvian & Honduran food  1557154559660  null","United States"
"Fasting 7 2mmol breakfasting with 3 pcs dates after 30mins 10 0mmol  Dates (Kurma) Superman Food 😊😊😊… https  t co zgzIzLzelf  Kuala Lumpur Federal Territory  Diabetic & IHD Healthy lifestyle with minimal 12 500 steps of walk Daily  1557154584660  null","Malaysia"
"The Procter &amp Gamble Company is hiring in #Riga Read about our latest #Finance job opening via the link in our bio… https  t co dy8IDoX7I9  Latvia  Follow this account for geo targeted Other job tweets in Latvia Need help Tweet us at @CareerArc  1557154610663  null","Latvia"
"Just posted a photo @ World Trade Center https  t co tZOBsSWAfw  null  Writer with added tattoos and face furniture  1557154626661  null","United States"
"Que Título Le Pondrías a Esta Foto  What Title Would You Put To This Picture @ Baja California Mexico https  t co QBiQU7x0CY  Everywhere  La Musica Es Mi Amor Incondicional El Baile Mi Mejor Amante y El Escenario El Gran Amigo Que Siempre Se Necesita  1557154654666  null","Mexico"
"We have been having the freshest food here in Mexico The fish is coming right off the boats and all th veggies ar… https  t co AqKmpNN2nG  Hainan Island and Canada  We handmake 108 knotted malas for meditation and yoga  contact us for purchases and wholesale  1557154672662  null","Mexico"
"Lush pupper walk with dixon_thewalkingdog and Bubbles and the kid #bankholidaymonday #thewalkingdead… https  t co PBeOGOkbcI  Taunton Somerset  Full time mummy to Chester work full time Being the best I can be #2018 #newstart #newme #gym #getfit #NoPainNoGain #GirlsWhoLift #StrongIsTheNewSkinny  1557154738657  null","United Kingdom"
"Act on your #ideas make them a reality Are you our next Adobe PreSales Architect (Location Flexible) in Chicago … https  t co 4JMs23P8k0  Teaneck USA  Cognizant (NASDAQ CTSH) is dedicated to helping the world's leading companies build stronger businesses — helping them go from doing #digital to being digital  1557154781665  null","United States"
"If you're looking for work in #Union MO check out this job https  t co t8QVCSb7uL #Manufacturing  Saint Louis MO  Follow this account for geo targeted Manufacturing job tweets in Saint Louis MO Need help Tweet us at @CareerArc  1557154782662  null","United States"
"Thank you to the great @Clayton_Crain for personally signing my issue of his variant cover of Venom 7 at fanexpodal… https  t co 2Ez6HzpUQ2  Dallas TX  Film snob @emacUTD made Ecommerce & digital for brands The Internet is a huge museum and I'm one of its curators ♏️  1557154841664  null","United States"
"Have you ever had a role like Dishwashers  What did you like most about that job #Hospitality #Tulsa OK  Tulsa OK  Follow this account for geo targeted Hospitality Restaurant Tourism job tweets in Tulsa OK Need help Tweet us at @CareerArc  1557154861658  null","United States"
"dili uzun #İftardanSonra dirseklenme 📆 bezirgân ladesli müsekkin haşefe ontoloji  null  null  1557154875666  null","Türkiye"
"#İftardanSonra bilgilendirilme Kanada kavağı ➖ saat farkı bağıtsız ➖ demirletilmek  null  null  1557154876660  null","Türkiye"
"apolet yanaklı #İftardanSonra ülke kaynama noktası incelme  Türkiye  Türkiye'nin En Büyük Youtube Ultras Platformu 🇹🇷  1557154878658  null","Türkiye"
"yedekleme depozito #İftardanSonra ümit kapısı uyku sersemi 0 göğüs boşluğu 0 kalem kalem tapanlamak 0  null  null  1557154879663  null","Turkey"
"ozuga #İftardanSonra armudumsu Tb kumaşsız terzi 🗼 topaklaştırmak parazit  null  null  1557154881659  null","Türkiye"
"Don't submit then quit Apply for jobs like CDL Residential Driver  Mankato MN at Waste Management then look f… https  t co PnamGwuqm6  USA  Follow this account for geo targeted Transportation job tweets in USA Need help Tweet us at @CareerArc  1557154881664  null","United States"
"hamursu şımarabilme #İftardanSonra doğuruverme  null  null  1557154882657  null","Turkey"
"sarraf beyazlaşmak perçinleştirmek yemlik arpa telaşlanmak nasırlaşmak #İftardanSonra  null  null  1557154882658  null","Türkiye"
"dipçikli fıtık otu #İftardanSonra mavileştirme  null  null  1557154884665  null","Turkey"
"#İftardanSonra değiştirmek 👤 soluma  null  null  1557154886657  null","Türkiye"
"meşum işaretleme namıdiğer çirişli #İftardanSonra fason imalat muazzep  istanbul  gülmek zevk aldığım tek şey D  1557154887661  null","Türkiye"
"amfibi 💉 kukla oyunu Makedon cızıldatmak çığırmak #İftardanSonra mürteşi ansızın müzminleşmek  null  null  1557154888662  null","Türkiye"
"başı dimdik 🔧 sanal 🔧 #İftardanSonra giydirme 🔧 manevralı çekim eki gömme övücü 🔧  null  null  1557154889661  null","Turkey"
"küçük şalgam eşhas vantilatör kayışı #İftardanSonra protonema  Türkiye  Yaşanılanlar unutulacak kadar eskimi   1557154890659  null","Türkiye"
"adlar dizgesi #İftardanSonra gabi karşıdan karşıya güldürü  null  Güzellik Uzmanı ~ Estetisyen  Kova 20  Time ıs the medicine of everything ))  1557154892662  null","Turkey"
"ayaklı kütüphane defterci dizginlenebilmek karalayıvermek kaliborit taksit #İftardanSonra  İstanbul Türkiye  null  1557154893665  null","Türkiye"
"enstantane hemodiyaliz #İftardanSonra Ulus (ilçe) hareketlendirebilmek kokoz 🐌 başmüşavir evinlenmek  null  null  1557154895662  null","Türkiye"
"#İftardanSonra iğrengen katılım kokainci özdeşleşme 🌿  null  null  1557154895661  null","Türkiye"
"etraflıca kurtluca #İftardanSonra silme tahtası pasaklı kabullenme el arabası bilinçleniş garazsızca 📉  null  null  1557154897658  null","Türkiye"
"korkutabilmek aktüer #İftardanSonra helmeli Moskof gâvuru araba mezarlığı  null  null  1557154898657  null","Turkey"
"Livermore CA Mon May 6th AM Forecast TODAY Mostly Cloudy Hi 70 TONIGHT Partly Cloudy Lo 50  Livermore CA  Follow us for the latest news weather events and emergency notices for Livermore California  1557154927666  null","United States"
"Panorama City CA Mon May 6th AM Forecast TODAY Chance Of T Storm Hi 66 TONIGHT Chance Of Showers Lo 53  Panorama City CA  Follow us for the latest news weather events and emergency notices for Panorama City California  1557154955664  null","United States"
"👨🏾‍💻 (@ CREA RS  Conselho Regional de Engenharia e Agronomia do Rio Grande do Sul  @creagaucho in Porto Alegre R… https  t co McBMpbg4L0  Porto Alegre Rs CDT ❤️  Fica a vontade mas não mexe em nada 🤪  1557154957658  null","Brasil"
"🤔 #ConquerMonday @ Centennial Hills Las Vegas https  t co 9OoU6INcTQ  Las Vegas NV USA  SportsBook Owner Click Link In My Bio To Place Bets  Now Hiring Agents  #GamblingGod #RecordingArtist #SexualPhilanthropist #RealTheGod #Bookie  1557154975665  null","United States"
"Tracy CA Mon May 6th AM Forecast TODAY Partly Cloudy Hi 73 TONIGHT Partly Cloudy Lo 52  Tracy CA  Follow us for the latest news weather events and emergency notices for Tracy CA  1557154996666  null","United States"
"Vandenberg Village CA Mon May 6th AM Forecast TODAY Chance Of T Storm Hi 60 TONIGHT Partly Cloudy Lo 50  Vandenberg Village CA  Follow us for the latest news weather events and emergency notices for Vandenberg Village California  1557154999661  null","United States"
"I'm at ファミリーマート 白山徳丸店  @famima_now in 白山市 石川県 https  t co lvMAewtHgb  北陸？  キャッシュレス(クレジットカード、電子マネー、QRコード、デビットカードやプリペイドカード等)を中心に、swarm foursquare、働き方 ブラック企業、Instagramなど…あと少しだけ花いろ関係も  1557155008664  null","日本"
"จิงๆไม่ได้หยิ่ง แต่กูเจอบลอคง่ะ 😂😂😂 กดไลค์ยังไม่ได้เล้ยยย @ Royal Tower3 https  t co JInfmNUzmd  Bangkok  เรื่องของกู อยากรู้ไปทำไมค้า  1557155016658  null","Thailand"
"ขอพรจากสิ่งศักดิ์สิทธิ์เพื่อความเป็นสิริมงคล  สาธุ 🙏🏻🙏🏻🙏🏻✨ #hongkong #replusebay #familytrip2019 #friendstrip… https  t co aKuU29fO0K  Bangkok  This is My Wörld It's Me  I am MyDeaR  1557155023657  null","Hong Kong"
"current weather in Mogadishu scattered clouds 29°C 73% humidity wind 6kmh pressure 1009mb  Mogadishu Somalia  Weather updates forecast warnings and information for Mogadishu Somalia Sources http  OpenWeatherMap org USGS  1557155026663  null","Somalia"
"Kent WA Mon May 6th AM Forecast TODAY Showers Likely Hi 67 TONIGHT Chance Of T Storm Lo 53  Kent WA  Follow us for the latest news weather events and emergency notices for Kent WA  1557155029662  null","United States"
"Seattle WA Mon May 6th AM Forecast TODAY Showers Likely Hi 67 TONIGHT Chance Of T Storm Lo 53  Seattle WA  Follow us for the latest news weather events and emergency notices for Seattle WA  1557155031660  null","United States"
"@3rdTohron 昔のアニメのＥＤ曲の歌詞でした  埼玉西武ライオンズの本拠地  「天体のメソッド」の舞台を旅する人。 pixivで「そらメソ」の妄想文を書く人。 毎月「霧弥湖のキリゴン」名義でジョイサウンドの「sorameso」全曲採点をやる人。 天体のメソッド関連のツイートを検索してRTいいねするお仕事を続ける日々。  1557155040664  null","日本"
"Happy Teacher Appreciation Week @ Clearwater Florida https  t co NYxQuILZ2I  Tampa Bay Florida  Top Realtor in Tampa Bay market Call me if you need to sell your home or if you are looking for your next home  1557155043658  null","United States"
"I'm at @StarbucksTr in Çeşme İzmir w @altinyaprakk https  t co BC8kBSdLmY  İzmir Çeşme  Celal Bayar Üniversitesi  1557155088663  null","Türkiye"
"Can you recommend anyone for this #Nursing job in #Lexington KY Click the link in our bio to see it and more RN … https  t co mwRVLVdtWU  Lexington KY  Follow this account for geo targeted Healthcare Nursing job tweets in Lexington KY Need help Tweet us at @CareerArc  1557155155663  null","United States"
"Join us on Tuesday 14th May from 4pm to 7pm to celebrate our 1st Birthday There will be cava snacks and a 10% dis… https  t co H2M0GvmzT4  Marbella  English language bookshop stocking a large selection of fiction & non fiction for all ages Cards gift wrap & bags games & stationery Book ordering service  1557155157660  null","Spain"
"#BARRADEGUARATIBARJ em Barra de Guaratiba https  t co BwBOUrB1Fp  Rio de Janeiro Brasil  Empresariamento Artistico ZAP  55 (21)99929 04 90(Claro) (21)97919 86 56(TIM)  1557155164661  null","Brasil"
"We're hiring in #Denver CO Click the link in our bio to apply to this job and more Dishwasher Utility at Five St… https  t co xs6640tpKv  Denver CO  Follow this account for geo targeted Hospitality Restaurant Tourism job tweets in Denver CO Need help Tweet us at @CareerArc  1557155174662  null","United States"
"Você é o nosso convidado para juntos começarmos a semana agradecendo a Deus por tudo que Ele tem feito … https  t co KBwYmnATvF  medellin  Jesús Antonio Marulanda López conocido como Toño (5 de Diciembre de 1980) es una persona que desde muy niño le gusto ayudar a la gente  1557155182666  null","Colombia"
"IBERO MAKI ric zavala vs @caninostraining propietaria daniestevesk #americanstaffordshireterrier #amstafflovers… https  t co qETVI7UIWy  Caracas Venezuela  Escuela de adiestramiento canino especializada en obediencia agilidad protección y deportes caninos de alto nivel Ring Francés Mondioring  1557155192658  null","Venezuela"
"Nice 18 this morning with @scottyhowarth at Davenport Golf Club  🏌️‍♂️⛳️ @ Davenport Golf Club https  t co SIXDUpex7a  Poynton England  Golf Pro|Coach|Player #trackman #captoputting |Played @EuropeanTour @ChallengeTour inc @TheOpen| Lesson Enquires 07713590031 or jayhowarth@hotmail com  1557155245662  null","United Kingdom"
"Do Amanhecer ao Anoitecer acredite em você 🙏🏻☀️👁🌙🙏🏻    #frasedodia #mikeescritor #frases #poemas #reflexões… https  t co rqrymq53iW  Marília Brasil  Sou Mike Rocha Modelo Ator Poeta Gym Boy 💪🏻🏋🏻‍♂️💪🏻 & Ativista Humanitário 💙🌎💙  1557155276664  null","Brasil"
"Stigmabase — Doorbraak in strijd tegen aids Remmers voorkomen nieuwe besmettingen https  t co HhK8OXaqeJ  WORLDWIDE  Asia — भारत — Türkçe — Čeština — ελληνικά | Keeping up to date on global social exclusion — Stigmabase is a Canadian Nonprofit Initiative | F in 2010  1557155289665  null","The Netherlands"
"【24 00時点 15 5℃ 73％】 24 0~15 2℃ ＝愛媛県松山市 #matsuyama #松山 https  t co KKvd74paDY  愛媛県松山市  松山市の気温や警報 注意報などをグラフ付きでつぶやくロボットです。全国にいます。気象庁情報。（管理人： @mitdok ）  1557155300663  null","日本"
"We're hiring Read about our latest job opening here AML Specialist  https  t co c6a39BiWtD #Finance #Jacksonville FL  Jacksonville FL  Follow this account for geo targeted Finance job tweets in Jacksonville FL Need help Tweet us at @CareerArc  1557155342665  null","United States"
"I'm at Pantai Teluk Cempedak (Beach) in Kuantan Pahang https  t co tTsqyq9slA  null  Go out into the world today and love the people you meet Let your presence light in the hearts of people ♥ 📍Cyber J  1557155347663  null","Malaysia"
"I'm at hair blanco in 山形市 山形県 https  t co HnnrAcjpOP  山形県  冬はスキーヤーで夏はゴルフ⛳️🏌️ HEAD tsuchikama見習い retailer WangelSP SUBARU ゴルフ SRIXON  1557155352663  null","日本"
"zeker yol halısı gerginleşmek #AmerikanKültürRezaleti  null  null  1557155427658  null","Türkiye"
"I'm at JR 金山駅 in 名古屋市 愛知県 https  t co BTzxhM3d9o  名古屋  こんちくわはるきです、いいね欄に過去の動画あります  1557155435658  null","日本"
"alçak kabartma gürgengiller #AmerikanKültürRezaleti  Adana Türkiye  null  1557155437666  null","Türkiye"
"kışlatmak #AmerikanKültürRezaleti katalpa  null  null  1557155445663  null","Türkiye"
"#cedarrowfarmsanctuary #veggiefesthamilton#farmsanctuarylife #farmsanctuary #farmhouse #woodstockfarmsanctuary… https  t co nUN3xlI2CQ  Canada  Photographer world traveler loves single malt caffeine overdose   1557155454662  null","Canada"
"karfiçe #AmerikanKültürRezaleti kolhoz  İzmir Türkiye  Technopat Editörü  1557155471659  null","Türkiye"
"iris #AmerikanKültürRezaleti çiselemek  null  İstanbul Büyükşehir Belediye Başkanı | Mayor of Istanbul Metropolitan Municipality  1557155486664  null","Türkiye"
"*Pls Contact CED STORE ENTERPRISES * *Steve * 📱 *08104498598 * 📱*09057822735 * 🌐 *Watapp *08025839877 * *E mail *… https  t co 6HUjiJ1PFS  LAGOS NIGERIA  AM STEVE CEO OF CED STORE ENT INTO REAL ESTATE SALE OF GENUINE LANDS & HOMES WITH DOCUMENTS ALL INTACT CONTACT US  WATAPP 08025839877 CALL 08104498598  1557155490664  null","Nigeria"
"#AmerikanKültürRezaleti dizeleşmek aşağısanmak  Havza Samsun  GOPü*  1557155493658  null","Türkiye"
"R E C O M E N D A D O 〰〰〰〰〰〰〰〰〰〰 Taller vivencial “La Música como lenguaje familiar” _ Espacio para el ejercicio… https  t co FhDpZBcHdE  Venezuela  Emisora cultural de Venezuela en línea  1557155520665  null","Venezuela"
"Grand dégel 💦 #alma #river #lacstjean #saguenay #cestgeant #hometown #quebec #canada #explorequebec #igersquebec… https  t co paMiyJgp9K  Montréal Québec  Étudiant MD(c) M Sc  clinical research  mental health addiction drug use HIV HCV  @uMontreal @CRCHUM Un peu *trop* fan de shows ✈️  1557155522664  null","Canada"
"TJX Companies Inc is hiring in #Solihull England Read about our latest #Retail job opening via the link in our… https  t co fevsLK40Oj  Birmingham UK  Follow this account for geo targeted Retail job tweets in Birmingham UK Need help Tweet us at @CareerArc  1557155572658  null","United Kingdom"
"Holographic paint embellishments on this new portrait of @dvntownsend One day I will do his album art   I may ke… https  t co Gpa3ilogEg  Wales  artist Photographer crazyman eternally nervous and I like cheesecake  1557155580658  null","United Kingdom"
"Acabou de publicar uma foto em Campinas Sao Paulo https  t co lmTPWEa0to  Campinas  https  www facebook com profile php id=100007220220297 http  Instagram com paulokubicki http  ask fm PauloPeruchi  1557155618660  null","Brasil"
"Nervous to apply for a job like Sales Manager II at Stamford Hilton Apply even if you're not a 100% match You m… https  t co xzXMTETAiu  Connecticut  Follow this account for geo targeted Sales job tweets in Connecticut Non Metro Need help Tweet us at @CareerArc  1557155633661  null","United States"
"194 watts https  t co cN8yFVAGfX  Oxford  Real Time Solar updates from Oxford See the sky and how much energy it is generating Made by @edent See @edent_solar for more  )  1557155647658  null","United Kingdom"
"Looking to score a job at Bob Evans Restaurants You're in luck Click the link in our bio for the job description… https  t co 9UAFWmh7qF  Charleston WV  Follow this account for geo targeted Hospitality Restaurant Tourism job tweets in Charleston WV Need help Tweet us at @CareerArc  1557155694663  null","United States"
"#ufc #combate #ufcrionocombate em Barra da Tijuca  Rio de Janeiro https  t co x8oy2rqXSJ  Rio de Janeiro Brasil  vamos viver o que a de melhor  🍺 Instagram fabiohmelo07  #vivalavida 😎  1557155725666  null","Brasil"
"#amor é uma palavra que eu somente utilizo fazendo menção a #pessoasqueridas Porém #amoraprimeravista define o qu… https  t co 1Rx1dqyCB6  Belo Horizonte  Música euforia e um tanto de introspecção  1557155729666  null","Brasil"
"Don't submit then quit Apply for jobs like Home Health Travel Registered Nurse (RN) at Supplemental Health Care … https  t co P2VebTYdfU  RDU NC  Follow this account for geo targeted Healthcare Nursing job tweets in Raleigh Durham NC Need help Tweet us at @CareerArc  1557155734659  null","United States"
"   1番か2番に好き ここのプリン🍮💕    #水炊き#中目黒しみず 場所 水炊きしみず https  t co KcnxurOFV2  null  nissy💓instagram☞uranura https  Instagram com p 4zGBMCCkMV  1557155752661  null","日本"
"175 watts https  t co ekPoqxXHQb  Oxford  Real Time Solar updates from Oxford See the sky and how much energy it is generating Made by @edent See @edent_solar for more  )  1557155768662  null","United Kingdom"
"Hier kommt ein Rabattcode (20%) Ihr Lieben seit über 3 Jahren bin ich Markenbotschafterin der 💗 regulatbeauty Ser… https  t co Itt3wHVCu2  Munich Germany  ❣️TV Host + Lifestyler + Fashion +Travel❣️ https  www instagram com alexandrapolzin hl=de https  www facebook com pages Alexandra Polzin 105808228320 ref=nf  1557155774660  null","Deutschland"
"   so the lid to the bird feeder begins #well wearealsoSweetgrassBotanicals #tractorseat #charlestongardens… https  t co eWpQuvMUIe  Winston Salem & Charleston SC  Helping brides tell their wedding story in a lasting and beautiful expression of love by pressing and framing wedding bouquets And celebrating Southern plants  1557155782666  null","United States"
"💥Es muy LUNES 😂 🎉 Y Se Siente Fiesta🎉 En Doblas🙌 ❤Se Siente Maxdream Bariloche @mxd_santarosa Vie 10 May  💥Regalam… https  t co d1KzmsQ34Y  null  Love Laugh Live Xiomi piola vos no  1557155785666  null","Argentina"
"GIVEAWAY ALERT  4 winners of massage treat at Balay Hilom Spa In celebration of 82 000 followers on Facebook and… https  t co GEmr7FA03C  Republic of the Philippines  Blogger | Artist's wife | Breastfeeding mom | Marketing Head at Heavy Fuel Garments✖ Motherhood Marriage Thoughts Finds 💌admin@mommydiaries co  1557155785657  null","Republic of the Philippines"
"Come on down to 2 Broadway in lower #Manhattan to say farewell to the 1980s era RTS bus fleet An all electric bus … https  t co gUsDBbFWwo  New York City  New York Transit Museum is a unique museum devoted to the impact of public transportation on the growth and development of the New York metropolitan region  1557155884658  null","United States"
"minervaalmarazreyes con Malena aprendiendo con su uppline cjolea1 Taller DRP Análisis y planeación Excelente hac… https  t co I4hQSmPxiD  MEXICO  MUY APASIONADA DESARROLLANDO EL NEGOCIO ORIFLAME TAMBIEN ESTOY EN FORMACION PSICOANALITICA  1557155904663  null","México"
"Click the link in our bio to see currently open Education Training jobs like Paraprofessional Teachers Aide at Ke… https  t co W4AIvyP35G  Texas  Follow this account for geo targeted Education Teaching job tweets in Texas Non Metro Need help Tweet us at @CareerArc  1557155924662  null","United States"
"Yesterday’s birthday lunch at wegmans with the incomparable matecklund followed by a wonderful dinner courtesy of m… https  t co hF3QbcifRu  Jamestown NY  Proud Dad • Son • #Keto • @PioneerDJ • @Serato • @RaneDJ • @Ableton • #ClassicHipHop • @Apple • @GLOCKInc • @BuffaloBills • @Yankees • IG jblomquist55  1557155933661  null","United States"
"I'm at Plaza Inbursa  @plazacuicuilco in Tlalpan DF https  t co BD3WFnHuDc  Mexico Distrito Federal  La vida es corta Rompe las reglas perdona rápido besa lento ama de verdad ríete sin control y nunca dejes de sonreír”  1557155938663  null","México"
"I'm at 芋の問屋の潜伏場所 in 世田谷区 東京都 https  t co dFyNZupc3C  息苦しい住宅街  頭より指が先に動くので誤RTファボよくします。 限界ｲｷﾘ ﾂｰﾘﾝｸﾞﾗｲﾀﾞｰｷﾓｵﾀｸ ｷﾁﾂｲ ﾊﾟｸﾂｲ TL監視 ﾌｧﾎﾞrt多。HONDA CITY(GA2キャブ)。カブは無い。鍵垢の人フォロー時にDM必須。  1557155944661  null","日本"
"Smile yes smile even if there’s no reason even if not everything is as you wish to be💯 #mondaymotivation rv_pro_ph… https  t co bM9bVXR6s7  Andover England  UKBFF Men’s Physique Athlete Fitness and Healthy Lifestyle Lover  1557155955665  null","United Kingdom"
"Join the Accountemps team See our latest #Accounting job openings including Staff Accountant  via the link in our bio #OklahomaCity OK  Oklahoma City OK  Follow this account for geo targeted Accounting job tweets in Oklahoma City OK Need help Tweet us at @CareerArc  1557155973665  null","United States"
"I'm at Indopan Delicatessen in Salvador BA https  t co JT0gIztbgG  Salvador Bahia  Perfil monitorado pelo crowdfireapp retribuindo aos que me seguem assim como aos que deixam de me seguir #SDV #RTT #TimBetaLab  1557156015662  null","Brasil"
"羽田(東京都) 24 00の 気温 15 9℃ 北北西の風 7 2m s https  t co 2pO1cOoIEE  Haneda JAPAN  羽田の気温をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。  1557156019660  null","日本"
"#Bomdia #Boatarde #Boanoite  Sempre repito isso Aproveite o dia de hoje pois não sabemos o dia de amanhã  Do qu… https  t co w8DKc3aGDW  Itaboraí Rio de Janeiro BR  Um cara apaixonado por Jesus Cristo que ama interceder e adorar à Deus  1557156050662  null","Brasil"
"Got some of the #Infinity backlog built  @ Lyneham Wiltshire https  t co KRkUchatE0  Lyneham England  null  1557156088664  null","United Kingdom"
"Stop doing this   We run a business not a discount store This is our bread and butter If you want quality servi… https  t co pD4Jh0r1bs  Authortanishapublishing@gmail  Award Winning 3x Best Selling Author Award Winning Publisher Entrepreneur cancer survivor and mother of 2  1557156094660  null","United States"
"#one #holy #apostolic #catholic #church #restore #tradition #sacramento #catholicism #catechism #reverence… https  t co maAVv43ftL  Mangalore  null  1557156189664  null","India"
"Just posted a photo @ Chattar Plain Mansehra  The Land of Natural Beauty https  t co viUA8Pqibe  LAHORE  null  1557156257659  null","Pakistan"
"I'm at عالسادس https  t co w7Ao9OTQmI  Abu ‏Dhabi England  ⚘  1557156259666  null","Kuwait"
"Backstage de la entrevista a Jacqueline Vera madre de Daniel Zamudio  Lunes 6 de mayo lanzamiento primera edición… https  t co Y4Y0odlBVG  null  Programa de @PeriodismoUAI junto a @LaEstrellaValpo y @SoyValparaiso enfocado en mujeres destacadas de la Región de Valparaíso  1557156266661  null","Chile"
"I'm at Air China Check in in Frankfurt am Main Hesse https  t co g9EvVpGZO2 https  t co UgrPhVaeEv  null  コンテンツ力を失った  1557156266659  null","Deutschland"
"May the Force be with my favorite Jedis  Congratulations Anna and Sean I love you sooo… https  t co V09uq4EHGE  Boston MA  Painter Yoga Teacher Fitness Enthusiast  1557156272665  null","United States"
"Reciprocidade é tudo quando usada para o bem  gratidão   #boatarde #errejota #musculação #fitness #flamengo… https  t co YOBbv6M6b8  Rio de Janeiro Brasil  IG @naldooliveira_  1557156282660  null","Brasil"
"I'm at Oslo Central Station in Oslo https  t co JLDb08ZJXO  Oslo Norway  Into drawing Want to do beer labels Done one see above I love Denmark movies and craft beer  I'm customer service for public transport and collect music  1557156307659  null","Norway"
"Acera sin acceso libre en el corazón de Guaynabo @MunGuaynabo @angelguaynabo reparen esto así desde Maria https  t co VBjTPWSxro  San Juan USA  null  1557156312662  null","United States"
"Ahvaz 7 57pm sunset  Ahvaz Iran  Weather updates forecast warnings and information for Ahvaz Iran Sources http  OpenWeatherMap org USGS  1557156314657  null","Islamic Republic of Iran"
"Graffiti Tracking 6501 Peggy Way Bakersfield CA 93307 USA  ÜT 33 564277 117 709513  594 Graffiti Providers of TAGRS a web based Graffiti Tracking Solution  TAGRS Tracking and Automated Graffiti Reporting System Uses Smartphones to Catch Du  1557156365659  null","United States"
"172 watts https  t co c3hXr4ArcF  Oxford  Real Time Solar updates from Oxford See the sky and how much energy it is generating Made by @edent See @edent_solar for more  )  1557156367661  null","United Kingdom"
